owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,14,after,-4.0
Bhuvan,Sunil Narine,SP Narine,Kolkata Knight Riders,14,after,29.0
Nishant,Mitchell Starc,MA Starc,Delhi Capitals,14,after,70.0
Nishant,Rinku Singh,RK Singh,Kolkata Knight Riders,14,after,10.0
Nishant,Sameer Rizvi,Sameer Rizvi,Delhi Capitals,14,after,12.0
Om,Cameron Green,C Green,Kolkata Knight Riders,14,after,4.0
Prabhanjan,Axar Patel,AR Patel,Delhi Capitals,14,after,107.0
Prabhanjan,Lungi Ngidi,L Ngidi,Delhi Capitals,14,after,91.0
Sailesh,Kuldeep Yadav,Kuldeep Yadav,Delhi Capitals,14,after,83.0
Sailesh,Varun Chakaravarthy,CV Varun,Kolkata Knight Riders,14,after,35.0
Vaibhav,Ajinkya Rahane,AM Rahane,Kolkata Knight Riders,14,after,99.0
Vaibhav,David Miller,DA Miller,Delhi Capitals,14,after,56.0
Vaibhav,Tristan Stubbs,T Stubbs,Delhi Capitals,14,after,12.0
Vamsi,KL Rahul,KL Rahul,Delhi Capitals,14,after,91.0
