owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Dhruv Jurel,Dhruv Jurel,Rajasthan Royals,14,after,71.0
Bhuvan,Ravindra Jadeja,RA Jadeja,Rajasthan Royals,14,after,28.0
Bhuvan,Rohit Sharma,RG Sharma,Mumbai Indians,14,after,2.0
Nishant,Brijesh Sharma,Brijesh Sharma,Rajasthan Royals,14,after,72.0
Nishant,Nandre Burger,N Burger,Rajasthan Royals,14,after,80.0
Om,Riyan Parag,R Parag,Rajasthan Royals,14,after,22.0
Om,Will Jacks,WG Jacks,Mumbai Indians,14,after,83.0
Om,Yashasvi Jaiswal,YBK Jaiswal,Rajasthan Royals,14,after,42.0
Prabhanjan,Donovan Ferreira,D Ferreira,Rajasthan Royals,14,after,34.0
Prabhanjan,Naman Dhir,Naman Dhir,Mumbai Indians,14,after,27.0
Vaibhav,Hardik Pandya,HH Pandya,Mumbai Indians,14,after,55.0
Vaibhav,Vaibhav Sooryavanshi,V Suryavanshi,Rajasthan Royals,14,after,16.0
Vamsi,Allah Ghazanfar,AM Ghazanfar,Mumbai Indians,14,after,25.0
Vamsi,Jofra Archer,JC Archer,Rajasthan Royals,14,after,146.0
Vamsi,Surya Kumar Yadav,SA Yadav,Mumbai Indians,14,after,85.0
Vamsi,Tilak Varma,Tilak Varma,Mumbai Indians,14,after,23.0
