match_number,match_date,team_name,team_game_number,player_name,points
54,2026-05-10,Mumbai Indians,11,AM Ghazanfar,27.0
54,2026-05-10,Mumbai Indians,11,C Bosch,131.0
54,2026-05-10,Mumbai Indians,11,DL Chahar,55.0
54,2026-05-10,Mumbai Indians,11,JJ Bumrah,10.0
54,2026-05-10,Mumbai Indians,11,Naman Dhir,74.0
54,2026-05-10,Mumbai Indians,11,RA Bawa,48.0
54,2026-05-10,Mumbai Indians,11,RD Rickelton,34.0
54,2026-05-10,Mumbai Indians,11,RG Sharma,38.0
54,2026-05-10,Mumbai Indians,11,Raghu Sharma,4.0
54,2026-05-10,Mumbai Indians,11,SA Yadav,2.0
54,2026-05-10,Mumbai Indians,11,Tilak Varma,106.0
54,2026-05-10,Mumbai Indians,11,WG Jacks,17.0
54,2026-05-10,Royal Challengers Bengaluru,11,B Kumar,133.0
54,2026-05-10,Royal Challengers Bengaluru,11,D Padikkal,19.0
54,2026-05-10,Royal Challengers Bengaluru,11,JG Bethell,41.0
54,2026-05-10,Royal Challengers Bengaluru,11,JM Sharma,39.0
54,2026-05-10,Royal Challengers Bengaluru,11,JR Hazlewood,29.0
54,2026-05-10,Royal Challengers Bengaluru,11,KH Pandya,103.0
54,2026-05-10,Royal Challengers Bengaluru,11,R Shepherd,31.0
54,2026-05-10,Royal Challengers Bengaluru,11,RM Patidar,29.0
54,2026-05-10,Royal Challengers Bengaluru,11,Rasikh Salam,38.0
54,2026-05-10,Royal Challengers Bengaluru,11,Suyash Sharma,2.0
54,2026-05-10,Royal Challengers Bengaluru,11,TH David,2.0
54,2026-05-10,Royal Challengers Bengaluru,11,V Kohli,10.0
