owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Eshan Malinga,E Malinga,Sunrisers Hyderabad,4,before,-2.0
Bhuvan,Harshal Patel,HV Patel,Sunrisers Hyderabad,4,before,-2.0
Bhuvan,Marcus Stoinis,MP Stoinis,Punjab Kings,4,before,10.0
Bhuvan,Salil Arora,S Arora,Sunrisers Hyderabad,4,before,15.0
Bhuvan,Travis Head,TM Head,Sunrisers Hyderabad,4,before,59.0
Nishant,Arshdeep Singh,Arshdeep Singh,Punjab Kings,4,before,56.0
Nishant,Nehal Wadhera,N Wadhera,Punjab Kings,4,before,20.0
Nishant,Shreyas Iyer,SS Iyer,Punjab Kings,4,before,102.0
Om,Yuzvendra Chahal,YS Chahal,Punjab Kings,4,before,2.0
Prabhanjan,Aniket Verma,Aniket Verma,Sunrisers Hyderabad,4,before,33.0
Prabhanjan,Marco Jansen,M Jansen,Punjab Kings,4,before,10.0
Prabhanjan,Nitish Kumar Reddy,Nithish Kumar Reddy,Sunrisers Hyderabad,4,before,10.0
Sailesh,Abhishek Sharma,Abhishek Sharma,Sunrisers Hyderabad,4,before,113.0
Vaibhav,Heinrich Klaasen,H Klaasen,Sunrisers Hyderabad,4,before,58.0
Vaibhav,Ishan Kishan,Ishan Kishan,Sunrisers Hyderabad,4,before,40.0
Vaibhav,Priyansh Arya,Priyansh Arya,Punjab Kings,4,before,90.0
Vamsi,Prabhsimran Singh,P Simran Singh,Punjab Kings,4,before,87.0
