owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Virat Kohli,V Kohli,Royal Challengers Bengaluru,10,after,2.0
Nishant,Jitesh Sharma,JM Sharma,Royal Challengers Bengaluru,10,after,5.0
Om,Bhuvneshwar Kumar,B Kumar,Royal Challengers Bengaluru,10,after,4.0
Om,Josh Hazlewood,JR Hazlewood,Royal Challengers Bengaluru,10,after,23.0
Om,Rajat Patidar,RM Patidar,Royal Challengers Bengaluru,10,after,102.0
Prabhanjan,Digvesh Rathi,DS Rathi,Lucknow Super Giants,10,after,6.0
Prabhanjan,Rishabh Pant,RR Pant,Lucknow Super Giants,10,after,62.0
Sailesh,Aiden Markram,AK Markram,Lucknow Super Giants,10,after,13.0
Sailesh,Krunal Pandya,KH Pandya,Royal Challengers Bengaluru,10,after,77.0
Sailesh,Tim David,TH David,Royal Challengers Bengaluru,10,after,64.0
Vaibhav,Devdutt Padikkal,D Padikkal,Royal Challengers Bengaluru,10,after,49.0
Vaibhav,Mohammed Shami,Mohammed Shami,Lucknow Super Giants,10,after,29.0
Vaibhav,Suyash Sharma,Suyash Sharma,Royal Challengers Bengaluru,10,after,2.0
Vamsi,Mitchell Marsh,MR Marsh,Lucknow Super Giants,10,after,164.0
Vamsi,Prince Yadav,Prince Yadav,Lucknow Super Giants,10,after,107.0
