owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Prasidh Krishna,M Prasidh Krishna,Gujarat Titans,5,before,35.0
Bhuvan,Sunil Narine,SP Narine,Kolkata Knight Riders,6,before,29.0
Nishant,Rinku Singh,RK Singh,Kolkata Knight Riders,6,before,13.0
Nishant,Shahrukh Khan,M Shahrukh Khan,Gujarat Titans,5,before,7.0
Nishant,Washington Sundar,Washington Sundar,Gujarat Titans,5,before,18.0
Om,Angkrish Raghuvanshi,A Raghuvanshi,Kolkata Knight Riders,6,before,14.0
Om,Cameron Green,C Green,Kolkata Knight Riders,6,before,124.0
Om,Jos Buttler,JC Buttler,Gujarat Titans,5,before,81.0
Om,Mohammed Siraj,Mohammed Siraj,Gujarat Titans,5,before,74.0
Om,Rahul Tewatia,R Tewatia,Gujarat Titans,5,before,11.0
Prabhanjan,Sai Sudharsan,B Sai Sudharsan,Gujarat Titans,5,before,33.0
Sailesh,Kagiso Rabada,K Rabada,Gujarat Titans,5,before,91.0
Sailesh,Rashid Khan,Rashid Khan,Gujarat Titans,5,before,27.0
Sailesh,Varun Chakaravarthy,CV Varun,Kolkata Knight Riders,6,before,54.0
Vaibhav,Ajinkya Rahane,AM Rahane,Kolkata Knight Riders,6,before,2.0
Vaibhav,Shubman Gill,Shubman Gill,Gujarat Titans,5,before,120.0
Vamsi,Glenn Phillips,GD Phillips,Gujarat Titans,5,before,41.0
