owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Eshan Malinga,E Malinga,Sunrisers Hyderabad,14,after,54.0
Bhuvan,Salil Arora,S Arora,Sunrisers Hyderabad,14,after,4.0
Bhuvan,Shivang Kumar,Shivang Kumar,Sunrisers Hyderabad,14,after,-2.0
Bhuvan,Travis Head,TM Head,Sunrisers Hyderabad,14,after,64.0
Bhuvan,Virat Kohli,V Kohli,Royal Challengers Bengaluru,14,after,23.0
Nishant,Jitesh Sharma,JM Sharma,Royal Challengers Bengaluru,14,after,4.0
Om,Bhuvneshwar Kumar,B Kumar,Royal Challengers Bengaluru,14,after,-2.0
Om,Josh Hazlewood,JR Hazlewood,Royal Challengers Bengaluru,14,after,-2.0
Om,Rajat Patidar,RM Patidar,Royal Challengers Bengaluru,14,after,78.0
Prabhanjan,Nitish Kumar Reddy,Nithish Kumar Reddy,Sunrisers Hyderabad,14,after,46.0
Sailesh,Abhishek Sharma,Abhishek Sharma,Sunrisers Hyderabad,14,after,104.0
Sailesh,Krunal Pandya,KH Pandya,Royal Challengers Bengaluru,14,after,77.0
Sailesh,Tim David,TH David,Royal Challengers Bengaluru,14,after,22.0
Vaibhav,Devdutt Padikkal,D Padikkal,Royal Challengers Bengaluru,14,after,41.0
Vaibhav,Heinrich Klaasen,H Klaasen,Sunrisers Hyderabad,14,after,81.0
Vaibhav,Ishan Kishan,Ishan Kishan,Sunrisers Hyderabad,14,after,111.0
Vaibhav,Suyash Sharma,Suyash Sharma,Royal Challengers Bengaluru,14,after,25.0
Vamsi,Pat Cummins,PJ Cummins,Sunrisers Hyderabad,14,after,0.0
Vamsi,Sakib Hussain,Sakib Hussain,Sunrisers Hyderabad,14,after,29.0
