owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Dhruv Jurel,Dhruv Jurel,Rajasthan Royals,10,after,66.0
Bhuvan,Ravindra Jadeja,RA Jadeja,Rajasthan Royals,10,after,60.0
Nishant,Brijesh Sharma,Brijesh Sharma,Rajasthan Royals,10,after,0.0
Nishant,Mitchell Starc,MA Starc,Delhi Capitals,9,after,89.0
Nishant,Nandre Burger,N Burger,Rajasthan Royals,10,after,-2.0
Nishant,Sameer Rizvi,Sameer Rizvi,Delhi Capitals,9,after,4.0
Om,Riyan Parag,R Parag,Rajasthan Royals,10,after,126.0
Om,Yashasvi Jaiswal,YBK Jaiswal,Rajasthan Royals,10,after,12.0
Prabhanjan,Axar Patel,AR Patel,Delhi Capitals,9,after,37.0
Prabhanjan,Donovan Ferreira,D Ferreira,Rajasthan Royals,10,after,83.0
Prabhanjan,Pathum Nissanka,P Nissanka,Delhi Capitals,9,after,92.0
Sailesh,Kuldeep Yadav,Kuldeep Yadav,Delhi Capitals,9,after,2.0
Sailesh,T Natarajan,T Natarajan,Delhi Capitals,9,after,23.0
Vaibhav,Nitish Rana,N Rana,Delhi Capitals,9,after,54.0
Vaibhav,Ravi Bishnoi,Ravi Bishnoi,Rajasthan Royals,10,after,-2.0
Vaibhav,Tristan Stubbs,T Stubbs,Delhi Capitals,9,after,37.0
Vaibhav,Vaibhav Sooryavanshi,V Suryavanshi,Rajasthan Royals,10,after,9.0
Vamsi,Jofra Archer,JC Archer,Rajasthan Royals,10,after,26.0
Vamsi,KL Rahul,KL Rahul,Delhi Capitals,9,after,109.0
