owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Kartik Tyagi,Kartik Tyagi,Kolkata Knight Riders,8,after,27.0
Bhuvan,Sunil Narine,SP Narine,Kolkata Knight Riders,8,after,107.0
Nishant,Rinku Singh,RK Singh,Kolkata Knight Riders,8,after,165.0
Om,Angkrish Raghuvanshi,A Raghuvanshi,Kolkata Knight Riders,8,after,14.0
Om,Cameron Green,C Green,Kolkata Knight Riders,8,after,81.0
Prabhanjan,Digvesh Rathi,DS Rathi,Lucknow Super Giants,8,after,0.0
Prabhanjan,Rishabh Pant,RR Pant,Lucknow Super Giants,8,after,73.0
Sailesh,Aiden Markram,AK Markram,Lucknow Super Giants,8,after,57.0
Sailesh,Ayush Badoni,A Badoni,Lucknow Super Giants,8,after,40.0
Sailesh,Vaibhav Arora,VG Arora,Kolkata Knight Riders,8,after,58.0
Sailesh,Varun Chakaravarthy,CV Varun,Kolkata Knight Riders,8,after,54.0
Vaibhav,Ajinkya Rahane,AM Rahane,Kolkata Knight Riders,8,after,14.0
Vaibhav,Mohammed Shami,Mohammed Shami,Lucknow Super Giants,8,after,18.0
Vamsi,Mitchell Marsh,MR Marsh,Lucknow Super Giants,8,after,14.0
Vamsi,Mohsin Khan,Mohsin Khan,Lucknow Super Giants,8,after,161.0
Vamsi,Prince Yadav,Prince Yadav,Lucknow Super Giants,8,after,6.0
