match_number,match_date,team_name,team_game_number,player_name,points
59,2026-05-15,Chennai Super Kings,12,A Kamboj,-2.0
59,2026-05-15,Chennai Super Kings,12,D Brevis,37.0
59,2026-05-15,Chennai Super Kings,12,Gurjapneet Singh,0.0
59,2026-05-15,Chennai Super Kings,12,Kartik Sharma,103.0
59,2026-05-15,Chennai Super Kings,12,Mukesh Choudhary,41.0
59,2026-05-15,Chennai Super Kings,12,Noor Ahmad,8.0
59,2026-05-15,Chennai Super Kings,12,PR Veer,20.0
59,2026-05-15,Chennai Super Kings,12,RD Gaikwad,19.0
59,2026-05-15,Chennai Super Kings,12,S Dube,53.0
59,2026-05-15,Chennai Super Kings,12,SH Johnson,37.0
59,2026-05-15,Chennai Super Kings,12,SV Samson,27.0
59,2026-05-15,Chennai Super Kings,12,Urvil Patel,19.0
59,2026-05-15,Lucknow Super Giants,12,AK Markram,12.0
59,2026-05-15,Lucknow Super Giants,12,Abdul Samad,13.0
59,2026-05-15,Lucknow Super Giants,12,Akash Singh,93.0
59,2026-05-15,Lucknow Super Giants,12,JP Inglis,49.0
59,2026-05-15,Lucknow Super Giants,12,MD Choudhary,29.0
59,2026-05-15,Lucknow Super Giants,12,MP Yadav,6.0
59,2026-05-15,Lucknow Super Giants,12,MR Marsh,139.0
59,2026-05-15,Lucknow Super Giants,12,Mohammed Shami,27.0
59,2026-05-15,Lucknow Super Giants,12,N Pooran,63.0
59,2026-05-15,Lucknow Super Giants,12,Prince Yadav,-2.0
59,2026-05-15,Lucknow Super Giants,12,RR Pant,4.0
59,2026-05-15,Lucknow Super Giants,12,Shahbaz Ahmed,25.0
