owner_name,player_name,cricsheet_player_name,team_name,team_game_number,phase,points
Bhuvan,Eshan Malinga,E Malinga,Sunrisers Hyderabad,2,before,82.0
Bhuvan,Salil Arora,S Arora,Sunrisers Hyderabad,2,before,2.0
Bhuvan,Sunil Narine,SP Narine,Kolkata Knight Riders,2,before,20.0
Bhuvan,Travis Head,TM Head,Sunrisers Hyderabad,2,before,72.0
Nishant,Rinku Singh,RK Singh,Kolkata Knight Riders,2,before,67.0
Om,Angkrish Raghuvanshi,A Raghuvanshi,Kolkata Knight Riders,2,before,80.0
Om,Cameron Green,C Green,Kolkata Knight Riders,2,before,14.0
Prabhanjan,Aniket Verma,Aniket Verma,Sunrisers Hyderabad,2,before,13.0
Prabhanjan,Nitish Kumar Reddy,Nithish Kumar Reddy,Sunrisers Hyderabad,2,before,115.0
Sailesh,Abhishek Sharma,Abhishek Sharma,Sunrisers Hyderabad,2,before,74.0
Sailesh,Varun Chakaravarthy,CV Varun,Kolkata Knight Riders,2,before,12.0
Vaibhav,Ajinkya Rahane,AM Rahane,Kolkata Knight Riders,2,before,20.0
Vaibhav,Heinrich Klaasen,H Klaasen,Sunrisers Hyderabad,2,before,72.0
Vaibhav,Ishan Kishan,Ishan Kishan,Sunrisers Hyderabad,2,before,29.0
Vamsi,Finn Allen,FH Allen,Kolkata Knight Riders,2,before,40.0
